episode,cue_index,turn_index,start,end,speaker,dialogue,confidence,basis,notes,language,english_subtitle,speaker_candidates
S03E04,2,1,"00:00:04,221","00:00:04,874",DANIEL MOLLOY,on AMC  or wherever you get your podcasts.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.21; no episode audio used,English,,LESTAT DE LIONCOURT | ARMAND | LOUIS DE POINTE DU LAC
S03E04,3,1,"00:00:06,745","00:00:10,053",DANIEL MOLLOY,"- Previously on ""The Vampire Lestat""...",uncertain,best contextual candidate from text-only sources,recognition_margin=0.18; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | LESTAT DE LIONCOURT
S03E04,4,1,"00:00:10,227","00:00:12,012",LESTAT DE LIONCOURT,- What do you think about the Great Conversion?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.49; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | ARMAND
S03E04,5,1,"00:00:12,186","00:00:14,057",LOUIS DE POINTE DU LAC,- Vampires taking over the world.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.23; no episode audio used,English,,DANIEL MOLLOY | ARMAND | LESTAT DE LIONCOURT
S03E04,6,1,"00:00:14,231","00:00:16,059",DANIEL MOLLOY,Fucking stupid.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.25; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | ARMAND
S03E04,7,1,"00:00:16,190","00:00:18,279",LOUIS DE POINTE DU LAC,"- I saw Claudia in New York, someone who looked like her.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.46; no episode audio used,English,,LESTAT DE LIONCOURT | ARMAND | DANIEL MOLLOY
S03E04,8,1,"00:00:18,453","00:00:19,758",LESTAT DE LIONCOURT,"Thank you, Regina.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.40; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | DANIEL MOLLOY
S03E04,9,1,"00:00:19,889","00:00:22,544",LESTAT DE LIONCOURT,- Eff this. Eff you. We quit.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,ARMAND | DANIEL MOLLOY | LOUIS DE POINTE DU LAC
S03E04,10,1,"00:00:22,718","00:00:24,328",DANIEL MOLLOY,- I'm guessing you haven't heard from my maker.,high,exact dialogue match to an attributed source,,English,,
S03E04,11,1,"00:00:24,502","00:00:26,374",DANIEL MOLLOY,- I'm sorry you were burdened out of spite.,high,exact dialogue match to an attributed source,,English,,
S03E04,12,1,"00:00:26,548","00:00:27,723",DANIEL MOLLOY,- Where does the bullshit start?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.72; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | ARMAND
S03E04,13,1,"00:00:27,897","00:00:30,117",LESTAT DE LIONCOURT,Armand? Amadeo?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.60; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | ARMAND
S03E04,14,1,"00:00:30,291","00:00:31,988",ARMAND,- My name is Arun.,high,speaker self-identification in dialogue,,English,,
S03E04,15,1,"00:00:32,162","00:00:33,511",LESTAT DE LIONCOURT,"Hello, Arun.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.19; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | ARMAND
S03E04,15,2,"00:00:32,162","00:00:33,511",ARMAND,I am an addict.,high,direct-address response context,,English,,
S03E04,16,1,"00:00:33,685","00:00:35,339",LOUIS DE POINTE DU LAC,"I love you, Lestat.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.69; no episode audio used,English,,DANIEL MOLLOY | ARMAND | LESTAT DE LIONCOURT
S03E04,17,1,"00:00:35,513","00:00:37,124",LESTAT DE LIONCOURT,- There's not room enough in this box for your desperation.,high,direct-address response context,,English,,
S03E04,18,1,"00:00:37,298","00:00:40,257",DANIEL MOLLOY,- I have this weird thing that happens.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.35; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT
S03E04,19,1,"00:00:40,388","00:00:44,261",LESTAT DE LIONCOURT,"Suddenly, everyone around me disappears, and I feel him.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.36; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | ARMAND
S03E04,20,1,"00:00:44,435","00:00:45,915",LESTAT DE LIONCOURT,- Stop. Armand.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.11; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | ARMAND
S03E04,21,1,"00:00:46,089","00:00:48,048",LESTAT DE LIONCOURT,"- Gabriella Vecce, my first fledgling.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.88; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | DANIEL MOLLOY
S03E04,22,1,"00:00:48,222","00:00:50,311",LESTAT DE LIONCOURT,She died. - What the hell?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.07; no episode audio used,English,,ARMAND | DANIEL MOLLOY | LOUIS DE POINTE DU LAC
S03E04,23,1,"00:00:50,441","00:00:52,226",LOUIS DE POINTE DU LAC,He was crying fucking blood tears.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.45; no episode audio used,English,,DANIEL MOLLOY | ARMAND | LESTAT DE LIONCOURT
S03E04,24,1,"00:00:52,400","00:00:54,054",LOUIS DE POINTE DU LAC,Did no one see that?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.82; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | ARMAND
S03E04,25,1,"00:00:54,228","00:00:56,882",LESTAT DE LIONCOURT,- It brought poor Dan to his knees,uncertain,best contextual candidate from text-only sources,recognition_margin=0.27; no episode audio used,English,,DANIEL MOLLOY | ARMAND | LOUIS DE POINTE DU LAC
S03E04,26,1,"00:00:57,013","00:00:58,710",LESTAT DE LIONCOURT,and seeded a hate for me inside him.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.27; no episode audio used,English,,DANIEL MOLLOY | ARMAND | LOUIS DE POINTE DU LAC
