episode,cue_index,turn_index,start,end,speaker,dialogue,confidence,basis,notes,language,english_subtitle,speaker_candidates
S02E05,2,1,"00:00:25,484","00:00:28,600",LOUIS DE POINTE DU LAC,This is the part of my story back in San Francisco,uncertain,best contextual candidate from text-only sources,recognition_margin=0.99; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | ARMAND
S02E05,2,2,"00:00:28,650","00:00:33,730",DANIEL MOLLOY,"where you said, and I paraphrase, ""Give it to me.""",uncertain,best contextual candidate from text-only sources,recognition_margin=0.14; no episode audio used,English,,LESTAT DE LIONCOURT | ARMAND | LOUIS DE POINTE DU LAC
S02E05,3,1,"00:00:33,784","00:00:36,036",YOUNG DANIEL MOLLOY,"You weren't always a vampire, were you?",high,exact dialogue match to an attributed source,,English,,
S02E05,4,1,"00:00:36,037","00:00:37,659",LOUIS DE POINTE DU LAC,"Hey, stop! No!",uncertain,best contextual candidate from text-only sources,recognition_margin=0.74; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | ARMAND
S02E05,5,1,"00:00:37,660","00:00:39,581",DANIEL MOLLOY,"That's my voice, but I don't remember it.",high,exact dialogue match to an attributed source,,English,,
S02E05,6,1,"00:00:39,582","00:00:42,310",LOUIS DE POINTE DU LAC,"The boy we met in San Francisco, he's still in there.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.75; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | ARMAND
S02E05,7,1,"00:00:42,330","00:00:44,820",LOUIS DE POINTE DU LAC,We can have him saying what happened next in no time.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.46; no episode audio used,English,,LESTAT DE LIONCOURT | ARMAND | DANIEL MOLLOY
S02E05,8,1,"00:00:44,878","00:00:46,004",LOUIS DE POINTE DU LAC,Would you like to join us?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.77; no episode audio used,English,,LESTAT DE LIONCOURT | ARMAND | DANIEL MOLLOY
S02E05,9,1,"00:00:46,005","00:00:48,510",ARMAND,You go ahead. Have your fun.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.19; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | LOUIS DE POINTE DU LAC
S02E05,10,1,"00:00:48,549","00:00:51,120",LESTAT DE LIONCOURT,I see they've separated you from your laptop.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.09; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | ARMAND
