episode,cue_index,turn_index,start,end,speaker,dialogue,confidence,basis,notes,language,english_subtitle,speaker_candidates
S03E05,1,1,"00:00:06,745","00:00:08,443",RECAP ANNOUNCER,"Previously on ""The Vampire Lestat""...",confirmed,recap formula,,English,,
S03E05,2,1,"00:00:08,617","00:00:09,835",LESTAT DE LIONCOURT,Shall we do it?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.79; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | ARMAND
S03E05,3,1,"00:00:10,010","00:00:12,186",DANIEL MOLLOY,Shall we scorch the mortal world?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT
S03E05,4,1,"00:00:12,316","00:00:13,317",LESTAT DE LIONCOURT,Decimate it.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.15; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | DANIEL MOLLOY
S03E05,5,1,"00:00:13,491","00:00:15,841",LESTAT DE LIONCOURT,"Together, for all eternity.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.53; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | ARMAND
S03E05,6,1,"00:00:15,972","00:00:17,756",LOUIS DE POINTE DU LAC,Claudia. I look like her.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.23; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | ARMAND
S03E05,7,1,"00:00:17,930","00:00:19,715",LOUIS DE POINTE DU LAC,You're the only one watching me like I'm Netflix.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.09; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | ARMAND
S03E05,8,1,"00:00:19,889","00:00:21,630",LESTAT DE LIONCOURT,"In a million guesses, you would not guess.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | DANIEL MOLLOY
S03E05,9,1,"00:00:21,804","00:00:23,023",LOUIS DE POINTE DU LAC,What happened to her?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.24; no episode audio used,English,,LESTAT DE LIONCOURT | ARMAND | DANIEL MOLLOY
S03E05,10,1,"00:00:23,197","00:00:24,502",ARMAND,You could have a different life.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.16; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | DANIEL MOLLOY
