episode,cue_index,turn_index,start,end,speaker,dialogue,confidence,basis,notes,language,english_subtitle,speaker_candidates
S03E07,1,1,"00:00:11,750","00:00:13,622",LESTAT DE LIONCOURT,♪ I'm the little killer ♪,high,season 3 performance context,,English,,
S03E07,2,1,"00:00:13,752","00:00:15,798",LESTAT DE LIONCOURT,♪ I'm the lonely one ♪,high,season 3 performance context,,English,,
S03E07,3,1,"00:00:15,885","00:00:17,495",LESTAT DE LIONCOURT,♪ I'm the chill creeping up your spine ♪,high,season 3 performance context,,English,,
S03E07,4,1,"00:00:17,626","00:00:19,671",LESTAT DE LIONCOURT,♪ Telling you to run ♪,high,season 3 performance context,,English,,
S03E07,5,1,"00:00:19,758","00:00:21,717",LESTAT DE LIONCOURT,♪ I'm a hanging shadow ♪,high,season 3 performance context,,English,,
S03E07,6,1,"00:00:21,804","00:00:23,762",LESTAT DE LIONCOURT,♪ I'm a lost love ♪,high,season 3 performance context,,English,,
S03E07,7,1,"00:00:23,893","00:00:25,286",LESTAT DE LIONCOURT,♪ I'm the past and the future ♪,high,season 3 performance context,,English,,
S03E07,8,1,"00:00:25,373","00:00:27,679",LESTAT DE LIONCOURT,"♪ The last of the sutures, the cooing dove ♪",high,season 3 performance context,,English,,
S03E07,9,1,"00:00:27,766","00:00:29,681",LESTAT DE LIONCOURT,♪ We're the rock and rollers ♪,high,season 3 performance context,,English,,
S03E07,10,1,"00:00:29,768","00:00:31,683",LESTAT DE LIONCOURT,♪ We're the good time ♪,high,season 3 performance context,,English,,
S03E07,11,1,"00:00:31,770","00:00:32,815",LESTAT DE LIONCOURT,♪ We're the heart pumping blood ♪,high,season 3 performance context,,English,,
S03E07,12,1,"00:00:32,902","00:00:33,859",LESTAT DE LIONCOURT,♪ We're the face in the mud ♪,high,season 3 performance context,,English,,
S03E07,13,1,"00:00:33,990","00:00:36,993",LESTAT DE LIONCOURT,♪ We're this stupid rhyme ♪,high,season 3 performance context,,English,,
S03E07,14,1,"00:00:37,080","00:00:39,256",LESTAT DE LIONCOURT,"♪ Bang, bang - ♪ Bang, bang ♪",high,season 3 performance context,,English,,
S03E07,15,1,"00:00:39,387","00:00:40,692",LESTAT DE LIONCOURT,"♪ Bang, bang",high,season 3 performance context,,English,,
S03E07,15,2,"00:00:39,387","00:00:40,692",LESTAT DE LIONCOURT,"♪ Bang, bang ♪",high,season 3 performance context,,English,,
S03E07,16,1,"00:00:40,779","00:00:42,303",LESTAT DE LIONCOURT,"♪ Bang, bang ♪",high,season 3 performance context,,English,,
