episode,cue_index,turn_index,start,end,speaker,dialogue,confidence,basis,notes,language,english_subtitle,speaker_candidates
S01E03,2,1,"00:00:15,590","00:00:19,005",LOUIS DE POINTE DU LAC,"As a fledgling vampire, I did not take to killing.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.86; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E03,2,2,"00:00:20,880","00:00:22,875",DANIEL MOLLOY,You really have earned your 15%.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.41; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | ALDERMAN FENWICK
S01E03,3,1,"00:00:22,880","00:00:24,865",TOM ANDERSON,You truly are an exceptional Negro.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.31; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | LESTAT DE LIONCOURT
S01E03,4,1,"00:00:24,870","00:00:29,075",LOUIS DE POINTE DU LAC,"I had powers now, and decades of rage to process.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.33; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E03,5,1,"00:00:29,080","00:00:30,995",DANIEL MOLLOY,I wanna buy the Fair Play Saloon.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.16; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E03,6,1,"00:00:31,000","00:00:33,775",DANIEL MOLLOY,"That's a mighty tall ladder you're climbing, Mr. du Lac.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.60; no episode audio used,English,,TOM ANDERSON | LESTAT DE LIONCOURT | ALDERMAN FENWICK
S01E03,7,1,"00:00:33,780","00:00:35,675",LOUIS DE POINTE DU LAC,"Never gon' have a family of my own, am I?",high,direct-address response context,,English,,
S01E03,8,1,"00:00:36,970","00:00:38,455",DANIEL MOLLOY,I no longer kill.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.14; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E03,9,1,"00:00:38,460","00:00:39,845",LOUIS DE POINTE DU LAC,You don't have to humiliate him.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.04; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E03,10,1,"00:00:40,950","00:00:44,075",LESTAT DE LIONCOURT,"Embrace what you are! You are a killer, Louis!",uncertain,best contextual candidate from text-only sources,recognition_margin=0.89; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | ALDERMAN FENWICK
