episode,cue_index,turn_index,start,end,speaker,dialogue,confidence,basis,notes,language,english_subtitle,speaker_candidates
S01E05,2,1,"00:00:15,749","00:00:16,784",DANIEL MOLLOY,You are getting access,uncertain,best contextual candidate from text-only sources,recognition_margin=0.29; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | CLAUDIA
S01E05,2,2,"00:00:16,789","00:00:19,291",LESTAT DE LIONCOURT,to very precious items from the archives.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.07; no episode audio used,English,,LOUIS DE POINTE DU LAC | CLAUDIA | DANIEL MOLLOY
S01E05,3,1,"00:00:19,295","00:00:21,597",DANIEL MOLLOY,Anne Frank meets Stephen King.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.03; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | CLAUDIA
S01E05,4,1,"00:00:23,647","00:00:24,730",DANIEL MOLLOY,We're a family?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | CLAUDIA
S01E05,5,1,"00:00:24,735","00:00:26,819",LOUIS DE POINTE DU LAC,"Yeah, with no secrets.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.52; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E05,6,1,"00:00:26,824","00:00:28,778",LESTAT DE LIONCOURT,Uncle Les got secrets.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.03; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | CLAUDIA
S01E05,7,1,"00:00:28,783","00:00:31,085",DANIEL MOLLOY,How's Antoinette?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | CLAUDIA
S01E05,8,1,"00:00:31,090","00:00:32,956",LOUIS DE POINTE DU LAC,I don't see that happening again.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.49; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E05,9,1,"00:00:32,961","00:00:34,840",LOUIS DE POINTE DU LAC,His name is Charlie.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.45; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E05,10,1,"00:00:34,845","00:00:36,768",LOUIS DE POINTE DU LAC,He's got veins like rivers.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.99; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E05,11,1,"00:00:36,773","00:00:37,804",LESTAT DE LIONCOURT,Charlie?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | CLAUDIA
S01E05,12,1,"00:00:37,809","00:00:40,006",CHARLIE,This is why we never get close to mortals.,high,direct-address response context,,English,,
S01E05,13,1,"00:00:40,011","00:00:43,227",LOUIS DE POINTE DU LAC,Let me tell you something. I'm doin' just fine.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.25; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E05,14,1,"00:00:43,232","00:00:45,104",DANIEL MOLLOY,I'm just getting started.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.25; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | CLAUDIA
S01E05,16,1,"00:01:19,225","00:01:23,430",LOUIS DE POINTE DU LAC,"""Man with green vest... 'Please, no'.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.82; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E05,17,1,"00:01:23,825","00:01:27,215",LOUIS DE POINTE DU LAC,"Man with fat fingers... 'Please, stop'.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.95; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E05,18,1,"00:01:27,220","00:01:31,349",LOUIS DE POINTE DU LAC,Window washer... 'I can't die like this'.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.14; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E05,19,1,"00:01:31,354","00:01:35,527",LOUIS DE POINTE DU LAC,Woman with purple shoes... 'Please'.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.19; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E05,20,1,"00:01:43,423","00:01:48,128",LESTAT DE LIONCOURT,Boy with inner tube and dog... 'Let my dog live'.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | CLAUDIA
S01E05,21,1,"00:01:48,776","00:01:50,207",LOUIS DE POINTE DU LAC,"'Please, no'.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.94; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E05,22,1,"00:01:50,212","00:01:51,687",LOUIS DE POINTE DU LAC,"'Please, stop'.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.65; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E05,23,1,"00:01:51,692","00:01:52,775",LOUIS DE POINTE DU LAC,"'Stop'.""",uncertain,best contextual candidate from text-only sources,recognition_margin=0.64; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E05,24,1,"00:01:52,780","00:01:54,246",LOUIS DE POINTE DU LAC,"Oh, here's a good one.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.34; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E05,25,1,"00:01:54,251","00:01:58,289",LOUIS DE POINTE DU LAC,"""Man in the last row of 'The Son of Sheik' picture show...",uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E05,26,1,"00:01:58,294","00:02:00,422",DANIEL MOLLOY,"'You said you had cigarettes'.""",uncertain,best contextual candidate from text-only sources,recognition_margin=0.57; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | CLAUDIA
S01E05,27,1,"00:02:00,427","00:02:03,773",DANIEL MOLLOY,It's a kill list.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.56; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | CLAUDIA
S01E05,28,1,"00:02:03,778","00:02:04,861",LOUIS DE POINTE DU LAC,Yes.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E05,29,1,"00:02:04,866","00:02:07,081",DANIEL MOLLOY,In a teenager's handwriting.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | CLAUDIA
S01E05,30,1,"00:02:07,086","00:02:10,301",DANIEL MOLLOY,The final words of her victims.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | CLAUDIA
S01E05,31,1,"00:02:10,306","00:02:13,092",DANIEL MOLLOY,"There are 42 pages, if I remember correctly.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | CLAUDIA
S01E05,32,1,"00:02:15,629","00:02:18,061",LESTAT DE LIONCOURT,"""Schoolteacher...",uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | CLAUDIA
S01E05,33,1,"00:02:18,066","00:02:19,894",LESTAT DE LIONCOURT,"'Guard your heart'.""",uncertain,best contextual candidate from text-only sources,recognition_margin=0.20; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | CLAUDIA
S01E05,34,1,"00:02:21,393","00:02:22,718",LOUIS DE POINTE DU LAC,I'm trying to think of something,uncertain,best contextual candidate from text-only sources,recognition_margin=0.06; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E05,35,1,"00:02:22,723","00:02:24,981",LOUIS DE POINTE DU LAC,more fucked up than this.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.06; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E05,36,1,"00:02:24,986","00:02:27,505",LOUIS DE POINTE DU LAC,And how is your work any different?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.77; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E05,37,1,"00:02:29,556","00:02:32,336",DANIEL MOLLOY,"Well, what do you think will happen to Mr. du Lac",uncertain,best contextual candidate from text-only sources,recognition_margin=2.56; no episode audio used,English,,LESTAT DE LIONCOURT | CLAUDIA | LOUIS DE POINTE DU LAC
S01E05,38,1,"00:02:32,341","00:02:34,412",DANIEL MOLLOY,"when you publish this book,",uncertain,best contextual candidate from text-only sources,recognition_margin=2.56; no episode audio used,English,,LESTAT DE LIONCOURT | CLAUDIA | LOUIS DE POINTE DU LAC
S01E05,39,1,"00:02:34,417","00:02:37,372",DANIEL MOLLOY,when the other vampires of the world get their hands on it?,uncertain,best contextual candidate from text-only sources,recognition_margin=2.56; no episode audio used,English,,LESTAT DE LIONCOURT | CLAUDIA | LOUIS DE POINTE DU LAC
S01E05,40,1,"00:02:37,377","00:02:39,678",LOUIS DE POINTE DU LAC,As long as they pay full freight.,high,direct-address response context,,English,,
S01E05,41,1,"00:02:39,683","00:02:42,986",LOUIS DE POINTE DU LAC,They will make their way to Dubai.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.77; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E05,42,1,"00:02:42,991","00:02:45,641",LOUIS DE POINTE DU LAC,"They will scale the sides of this building,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.34; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E05,43,1,"00:02:45,646","00:02:47,443",LOUIS DE POINTE DU LAC,"force their way inside,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.34; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E05,44,1,"00:02:47,448","00:02:49,363",LOUIS DE POINTE DU LAC,and paint the walls with his blood.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.34; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E05,45,1,"00:02:56,400","00:02:59,093",DANIEL MOLLOY,You are chronicling a suicide.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | CLAUDIA
S01E05,46,1,"00:02:59,098","00:03:01,835",LOUIS DE POINTE DU LAC,Do not look down on Claudia.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.65; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E05,47,1,"00:03:01,840","00:03:04,956",LOUIS DE POINTE DU LAC,Look in the mirror.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.06; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E05,48,1,"00:03:04,961","00:03:07,319",LESTAT DE LIONCOURT,Rashid is an opinionated young man.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.24; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | CLAUDIA
S01E05,49,1,"00:03:07,324","00:03:08,973",LESTAT DE LIONCOURT,"He lives to share these opinions,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.57; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | CLAUDIA
S01E05,50,1,"00:03:08,978","00:03:10,980",LESTAT DE LIONCOURT,even when they are not solicited.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.57; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | CLAUDIA
S01E05,51,1,"00:03:14,026","00:03:15,662",LOUIS DE POINTE DU LAC,What's he taste like?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.04; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E05,52,1,"00:03:15,667","00:03:17,155",DANIEL MOLLOY,I didn't ask that.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.90; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | CLAUDIA
S01E05,53,1,"00:03:17,160","00:03:18,939",DANIEL MOLLOY,You were thinking it.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | CLAUDIA
S01E05,54,1,"00:03:18,944","00:03:22,291",LESTAT DE LIONCOURT,Stay out of my head.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | CLAUDIA
S01E05,54,2,"00:03:18,944","00:03:22,291",DANIEL MOLLOY,Honey and pineapple.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.21; no episode audio used,English,,LOUIS DE POINTE DU LAC | CLAUDIA | LESTAT DE LIONCOURT
S01E05,55,1,"00:03:22,296","00:03:24,075",LOUIS DE POINTE DU LAC,He stuffs himself with both for days,uncertain,best contextual candidate from text-only sources,recognition_margin=0.26; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E05,56,1,"00:03:24,080","00:03:26,251",LOUIS DE POINTE DU LAC,before he offers himself to me.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.26; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E05,57,1,"00:03:26,256","00:03:27,731",LOUIS DE POINTE DU LAC,Would you like to sample?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.57; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E05,58,1,"00:03:27,736","00:03:30,212",LESTAT DE LIONCOURT,I'll wait till Damick comes around again.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.07; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | CLAUDIA
S01E05,59,1,"00:03:30,217","00:03:32,431",DANIEL MOLLOY,I'm a savory man most days.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | CLAUDIA
S01E05,60,1,"00:03:33,616","00:03:35,905",LOUIS DE POINTE DU LAC,I care for him more than he cares for himself.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.35; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E05,61,1,"00:03:35,910","00:03:37,884",LOUIS DE POINTE DU LAC,And I wouldn't let you near my neck if you were...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.26; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E05,62,1,"00:03:37,889","00:03:40,948",DANIEL MOLLOY,62 1/2 kilograms.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.02; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | CLAUDIA
S01E05,63,1,"00:03:40,953","00:03:44,313",LOUIS DE POINTE DU LAC,What?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.31; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E05,63,2,"00:03:40,953","00:03:44,313",DANIEL MOLLOY,138 pounds for the metrically challenged.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.02; no episode audio used,English,,LESTAT DE LIONCOURT | CLAUDIA | LOUIS DE POINTE DU LAC
S01E05,64,1,"00:03:44,318","00:03:47,185",DANIEL MOLLOY,"Daniel here was wondering how much you weigh, Rashid,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.96; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | CLAUDIA
S01E05,65,1,"00:03:47,190","00:03:48,795",DANIEL MOLLOY,so I told him...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.96; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | CLAUDIA
S01E05,65,2,"00:03:47,190","00:03:48,795",LESTAT DE LIONCOURT,Stay out of my head.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | CLAUDIA
