episode,cue_index,turn_index,start,end,speaker,dialogue,confidence,basis,notes,language,english_subtitle,speaker_candidates
S02E07,2,1,"00:00:25,900","00:00:26,902",LOUIS DE POINTE DU LAC,***,uncertain,best contextual candidate from text-only sources,recognition_margin=0.31; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | ARMAND
S02E07,3,1,"00:00:28,320","00:00:30,140",LOUIS DE POINTE DU LAC,"I was being hunted,",high,exact dialogue match to an attributed source,,English,,
S02E07,4,1,"00:00:30,190","00:00:33,090",LOUIS DE POINTE DU LAC,and I was completely unaware it was happening.,high,exact dialogue match to an attributed source,,English,,
S02E07,5,1,"00:00:33,140","00:00:34,140",LOUIS DE POINTE DU LAC,Come to me.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.36; no episode audio used,English,,ARMAND | DANIEL MOLLOY | LESTAT DE LIONCOURT
S02E07,6,1,"00:00:34,160","00:00:36,900",LOUIS DE POINTE DU LAC,I need her not to die. Please.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.94; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | ARMAND
S02E07,7,1,"00:00:38,280","00:00:40,370",LOUIS DE POINTE DU LAC,"A thousand nights of sulking,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.86; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | ARMAND
S02E07,8,1,"00:00:40,390","00:00:43,570",LOUIS DE POINTE DU LAC,"and the first sight of her, you were just gonna up and leave me?!",uncertain,best contextual candidate from text-only sources,recognition_margin=0.86; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | ARMAND
S02E07,9,1,"00:00:43,627","00:00:45,770",LOUIS DE POINTE DU LAC,I am trying to restrain myself!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.19; no episode audio used,English,,LESTAT DE LIONCOURT | ARMAND | DANIEL MOLLOY
S02E07,10,1,"00:00:47,047","00:00:49,540",LOUIS DE POINTE DU LAC,A last dance before the feast.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E07,11,1,"00:00:49,590","00:00:51,210",LOUIS DE POINTE DU LAC,I'd like that.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.73; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | ARMAND
S02E07,12,1,"00:00:52,886","00:00:56,181",DANIEL MOLLOY,No vampire must commit to writing the history of the vampires.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.02; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT
S02E07,13,1,"00:00:56,182","00:00:58,660",LOUIS DE POINTE DU LAC,You want a companion?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.09; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | ARMAND
S02E07,13,2,"00:00:56,182","00:00:58,660",DANIEL MOLLOY,"I get to pick one thing,",uncertain,best contextual candidate from text-only sources,recognition_margin=1.71; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT
S02E07,14,1,"00:00:58,680","00:01:00,102",DANIEL MOLLOY,and it's her.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.71; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT
S02E07,14,2,"00:00:58,680","00:01:00,102",ARMAND,"She swore an oath,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.70; no episode audio used,English,,LESTAT DE LIONCOURT | SANTIAGO | LOUIS DE POINTE DU LAC
S02E07,15,1,"00:01:00,103","00:01:03,430",ARMAND,"trampled on the laws, and I am to reward her for it?",uncertain,best contextual candidate from text-only sources,recognition_margin=0.70; no episode audio used,English,,LESTAT DE LIONCOURT | SANTIAGO | LOUIS DE POINTE DU LAC
S02E07,16,1,"00:01:03,480","00:01:04,890",LOUIS DE POINTE DU LAC,He broke with the coven.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.57; no episode audio used,English,,DANIEL MOLLOY | SANTIAGO | LESTAT DE LIONCOURT
S02E07,17,1,"00:01:04,940","00:01:06,800",DANIEL MOLLOY,They gave him a choice.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.21; no episode audio used,English,,LESTAT DE LIONCOURT | SANTIAGO | LOUIS DE POINTE DU LAC
S02E07,18,1,"00:01:06,850","00:01:08,400",ARMAND,He chose.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | LOUIS DE POINTE DU LAC
S02E07,19,1,"00:01:08,440","00:01:10,770",LESTAT DE LIONCOURT,The jury may be seated.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.21; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E07,20,1,"00:01:10,821","00:01:14,930",ARMAND,The premeditated murders of the vampiress Antoinette Brown,uncertain,best contextual candidate from text-only sources,recognition_margin=0.33; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E07,21,1,"00:01:14,960","00:01:19,270",ARMAND,and the vampire Lestat de Lioncourt.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.33; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | SANTIAGO
S02E07,24,1,"00:01:53,840","00:01:54,850",LOUIS DE POINTE DU LAC,Claudia!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.41; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E07,25,1,"00:01:54,860","00:01:57,250",CLAUDIA,Claudia! Claudia!,high,direct-address response context,,English,,
S02E07,26,1,"00:01:57,300","00:01:59,350",CLAUDIA,It's gonna be okay!,high,direct-address response context,,English,,
S02E07,27,1,"00:01:59,960","00:02:02,930",LESTAT DE LIONCOURT,Session 15. Louis de Pointe du Lac.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.71; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | ARMAND
S02E07,28,1,"00:02:02,980","00:02:05,700",LOUIS DE POINTE DU LAC,The child vampire Claudia,uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E07,29,1,"00:02:05,740","00:02:09,200",LOUIS DE POINTE DU LAC,and her companion Madeleine are...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E07,30,1,"00:02:13,820","00:02:15,080",LOUIS DE POINTE DU LAC,Anyone want to start?,uncertain,best contextual candidate from text-only sources,recognition_margin=1.23; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | ARMAND
S02E07,31,1,"00:02:19,220","00:02:20,450",ARMAND,Abducted.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | SANTIAGO
S02E07,32,1,"00:02:20,470","00:02:22,190",LOUIS DE POINTE DU LAC,Claudia!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.41; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E07,32,2,"00:02:20,470","00:02:22,190",CLAUDIA,Overwhelmed.,high,direct-address response context,,English,,
S02E07,33,1,"00:02:22,220","00:02:24,370",ARMAND,Outnumbered.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | LOUIS DE POINTE DU LAC
S02E07,34,1,"00:02:26,230","00:02:29,430",DANIEL MOLLOY,Armand sold you out.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.61; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | ARMAND
S02E07,34,2,"00:02:26,230","00:02:29,430",LOUIS DE POINTE DU LAC,I'm talking now.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.82; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | ARMAND
S02E07,35,1,"00:02:31,100","00:02:33,820",LOUIS DE POINTE DU LAC,Sorry. Go ahead.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.48; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | ARMAND
S02E07,36,1,"00:02:41,220","00:02:42,550",DANIEL MOLLOY,I'm clawing...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.60; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | ARMAND
S02E07,37,1,"00:02:42,580","00:02:46,600",DANIEL MOLLOY,trying to bite anything that moved outside the sack.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.60; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | ARMAND
S02E07,38,1,"00:02:46,640","00:02:48,620",DANIEL MOLLOY,"Straining for any sound of her,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.04; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E07,39,1,"00:02:48,670","00:02:50,520",DANIEL MOLLOY,any sign she was alive.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.04; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E07,40,1,"00:02:50,560","00:02:51,736",LOUIS DE POINTE DU LAC,Claudia!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.41; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E07,41,1,"00:02:51,760","00:02:53,700",CLAUDIA,Stop!,high,direct-address response context,,English,,
S02E07,41,2,"00:02:51,760","00:02:53,700",LOUIS DE POINTE DU LAC,Claudia! Claudia!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.39; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E07,42,1,"00:02:53,757","00:02:56,790",CLAUDIA,Claudia! Claudia!,high,direct-address response context,,English,,
S02E07,43,1,"00:02:56,844","00:02:59,030",CLAUDIA,Stop! Stop!,high,direct-address response context,,English,,
S02E07,43,2,"00:02:56,844","00:02:59,030",LOUIS DE POINTE DU LAC,No!,uncertain,best contextual candidate from text-only sources,recognition_margin=1.05; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | ARMAND
S02E07,44,1,"00:02:59,050","00:03:00,660",LOUIS DE POINTE DU LAC,Claudia!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.41; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E07,45,1,"00:03:00,680","00:03:02,290",CLAUDIA,No!,high,direct-address response context,,English,,
S02E07,46,1,"00:03:05,220","00:03:08,790",LESTAT DE LIONCOURT,I heard when the rats found her.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.15; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | ARMAND
S02E07,47,1,"00:03:11,000","00:03:12,300",LOUIS DE POINTE DU LAC,Help me!,uncertain,best contextual candidate from text-only sources,recognition_margin=1.28; no episode audio used,English,,ARMAND | LESTAT DE LIONCOURT | DANIEL MOLLOY
S02E07,48,1,"00:03:14,320","00:03:16,050",LOUIS DE POINTE DU LAC,I could not go to her.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.25; no episode audio used,English,,ARMAND | LESTAT DE LIONCOURT | DANIEL MOLLOY
S02E07,49,1,"00:03:17,820","00:03:19,350",LOUIS DE POINTE DU LAC,I could not help her.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.25; no episode audio used,English,,ARMAND | DANIEL MOLLOY | LESTAT DE LIONCOURT
S02E07,50,1,"00:03:19,400","00:03:22,690",ARMAND,"And finally,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.32; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | SANTIAGO
S02E07,51,1,"00:03:22,720","00:03:27,420",ARMAND,the premeditated murders of the vampiress Antoinette Brown,uncertain,best contextual candidate from text-only sources,recognition_margin=0.32; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | SANTIAGO
S02E07,52,1,"00:03:27,460","00:03:31,700",ARMAND,and the vampire Lestat de Lioncourt.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.32; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | SANTIAGO
S02E07,53,1,"00:03:33,780","00:03:36,120",LESTAT DE LIONCOURT,I fell in and out of consciousness.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.19; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | ARMAND
S02E07,54,1,"00:03:36,172","00:03:38,660",ARMAND,Gruesomely!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | LOUIS DE POINTE DU LAC
S02E07,55,1,"00:03:40,888","00:03:43,290",LOUIS DE POINTE DU LAC,Sacks come off. You're characters in a play.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.21; no episode audio used,English,,DANIEL MOLLOY | ARMAND | LESTAT DE LIONCOURT
S02E07,56,1,"00:03:43,348","00:03:44,470",ARMAND,Props.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | LOUIS DE POINTE DU LAC
S02E07,57,1,"00:03:45,640","00:03:47,420",LOUIS DE POINTE DU LAC,Props in a play.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.08; no episode audio used,English,,DANIEL MOLLOY | ARMAND | LESTAT DE LIONCOURT
S02E07,58,1,"00:03:48,100","00:03:50,240",LOUIS DE POINTE DU LAC,A play that's been fully designed,uncertain,best contextual candidate from text-only sources,recognition_margin=0.15; no episode audio used,English,,DANIEL MOLLOY | ARMAND | LESTAT DE LIONCOURT
S02E07,59,1,"00:03:50,290","00:03:52,300",LOUIS DE POINTE DU LAC,and rehearsed.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.15; no episode audio used,English,,DANIEL MOLLOY | ARMAND | LESTAT DE LIONCOURT
S02E07,60,1,"00:03:52,340","00:03:57,180",LESTAT DE LIONCOURT,And every actor onstage has scripted lines except for us.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.25; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | SANTIAGO
S02E07,61,1,"00:03:58,460","00:04:01,300",DANIEL MOLLOY,If the prosecution's evidence convinces you...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.22; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT
S02E07,62,1,"00:04:01,340","00:04:05,190",ARMAND,And if we attempted to speak our unwritten parts...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.10; no episode audio used,English,,LESTAT DE LIONCOURT | SANTIAGO | DANIEL MOLLOY
S02E07,63,1,"00:04:05,245","00:04:06,662",ARMAND,We didn't know any laws!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.36; no episode audio used,English,,LOUIS DE POINTE DU LAC | SANTIAGO | DANIEL MOLLOY
