episode,cue_index,turn_index,start,end,speaker,dialogue,confidence,basis,notes,language,english_subtitle,speaker_candidates
S02E04,2,1,"00:00:25,526","00:00:26,850",LOUIS DE POINTE DU LAC,You and me.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.31; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | ARMAND
S02E04,2,2,"00:00:26,902","00:00:29,850",LESTAT DE LIONCOURT,Me and you. You and me.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.03; no episode audio used,English,,DANIEL MOLLOY | ARMAND | SANTIAGO
S02E04,3,1,"00:00:30,650","00:00:31,820",DANIEL MOLLOY,Okay.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.97; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | LESTAT DE LIONCOURT
S02E04,4,1,"00:00:31,870","00:00:34,230",LOUIS DE POINTE DU LAC,Lestat was my companion in America.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.27; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | ARMAND
S02E04,5,1,"00:00:34,285","00:00:36,170",LOUIS DE POINTE DU LAC,And where is he now?,uncertain,best contextual candidate from text-only sources,recognition_margin=1.28; no episode audio used,English,,ARMAND | LESTAT DE LIONCOURT | DANIEL MOLLOY
S02E04,5,2,"00:00:34,285","00:00:36,170",DANIEL MOLLOY,"I killed him,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.80; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | LESTAT DE LIONCOURT
S02E04,6,1,"00:00:36,220","00:00:38,247",DANIEL MOLLOY,and he fucking had it coming.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.80; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | LESTAT DE LIONCOURT
S02E04,6,2,"00:00:36,220","00:00:38,247",LOUIS DE POINTE DU LAC,That's debatable.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.09; no episode audio used,English,,LESTAT DE LIONCOURT | ARMAND | SANTIAGO
S02E04,7,1,"00:00:38,248","00:00:40,780",LOUIS DE POINTE DU LAC,Go away!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.78; no episode audio used,English,,LESTAT DE LIONCOURT | ARMAND | DANIEL MOLLOY
S02E04,7,2,"00:00:38,248","00:00:40,780",LESTAT DE LIONCOURT,My name is Raglan James.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.21; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E04,8,1,"00:00:40,830","00:00:43,335",LOUIS DE POINTE DU LAC,Got a real name?,uncertain,best contextual candidate from text-only sources,recognition_margin=1.46; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | ARMAND
S02E04,8,2,"00:00:40,830","00:00:43,335",ARMAND,Files have been placed,uncertain,best contextual candidate from text-only sources,recognition_margin=0.52; no episode audio used,English,,SANTIAGO | DANIEL MOLLOY | LESTAT DE LIONCOURT
S02E04,9,1,"00:00:43,336","00:00:46,440",ARMAND,on your comically vulnerable laptop.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.52; no episode audio used,English,,SANTIAGO | DANIEL MOLLOY | LESTAT DE LIONCOURT
S02E04,10,1,"00:00:46,450","00:00:48,750",ARMAND,The coven is envious of your independence.,confirmed,subtitle speaker label,,English,,
S02E04,11,1,"00:00:48,800","00:00:50,180",DANIEL MOLLOY,It's a problem.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | ARMAND
S02E04,12,1,"00:00:50,840","00:00:52,761",LESTAT DE LIONCOURT,Américaine. Your French is ugly.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.21; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | DANIEL MOLLOY
S02E04,13,1,"00:00:53,340","00:00:57,680",LOUIS DE POINTE DU LAC,"The dress, for my body.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.04; no episode audio used,English,,CLAUDIA | ARMAND | DANIEL MOLLOY
S02E04,13,2,"00:00:53,340","00:00:57,680",LESTAT DE LIONCOURT,"It's Louis who's from Chicago, yes?",uncertain,best contextual candidate from text-only sources,recognition_margin=0.63; no episode audio used,English,,ARMAND | DANIEL MOLLOY | SANTIAGO
S02E04,14,1,"00:00:57,730","00:00:59,360",DANIEL MOLLOY,Just outside it.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.54; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | SANTIAGO
S02E04,14,2,"00:00:57,730","00:00:59,360",ARMAND,"In middle school,",confirmed,subtitle speaker label,,English,,
S02E04,15,1,"00:00:59,380","00:01:01,420",ARMAND,"you stole your dad's Playboy magazines,",confirmed,subtitle speaker label,,English,,
S02E04,16,1,"00:01:01,470","00:01:02,750",ARMAND,sold them at recess.,confirmed,subtitle speaker label,,English,,
S02E04,17,1,"00:01:02,800","00:01:03,956",CLAUDIA,They're gonna let me join the coven.,confirmed,subtitle speaker label,,English,,
S02E04,18,1,"00:01:03,980","00:01:06,149",LOUIS DE POINTE DU LAC,It'd be nice if you'd come.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.12; no episode audio used,English,,ARMAND | DANIEL MOLLOY | LESTAT DE LIONCOURT
S02E04,18,2,"00:01:03,980","00:01:06,149",ARMAND,He will be the ruin of us.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,LESTAT DE LIONCOURT | SANTIAGO | DANIEL MOLLOY
S02E04,19,1,"00:01:06,150","00:01:07,300",LESTAT DE LIONCOURT,Do what must be done.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.21; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | DANIEL MOLLOY
S02E04,20,1,"00:01:07,350","00:01:09,520",ARMAND,And do you speak for the coven?,high,exact dialogue match to an attributed source,,English,,
S02E04,21,1,"00:01:09,570","00:01:10,906",MAN,You didn't think we were going to leave you,confirmed,subtitle speaker label,,English,,
S02E04,22,1,"00:01:10,930","00:01:12,860",MAN,"in the wet room, did you?",confirmed,subtitle speaker label,,English,,
S02E04,22,2,"00:01:10,930","00:01:12,860",LOUIS DE POINTE DU LAC,"A new play,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.60; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | ARMAND
S02E04,23,1,"00:01:12,910","00:01:15,380",LOUIS DE POINTE DU LAC,for you and the ladies.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.60; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | ARMAND
S02E04,23,2,"00:01:12,910","00:01:15,380",DANIEL MOLLOY,And I play the little girl?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.19; no episode audio used,English,,CLAUDIA | ARMAND | LESTAT DE LIONCOURT
S02E04,24,1,"00:01:15,430","00:01:18,650",LOUIS DE POINTE DU LAC,You'll be their little birdie for the next 50 years.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.49; no episode audio used,English,,ARMAND | LESTAT DE LIONCOURT | SANTIAGO
S02E04,33,1,"00:02:13,050","00:02:16,400",LESTAT DE LIONCOURT,♪ There's nothing more adorable ♪,uncertain,best contextual candidate from text-only sources,recognition_margin=0.14; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | ARMAND
