episode,cue_index,turn_index,start,end,speaker,dialogue,confidence,basis,notes,language,english_subtitle,speaker_candidates
S02E01,2,1,"00:00:26,130","00:00:27,616",ARMAND,Memory is a monster.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | CLAUDIA
S02E01,2,2,"00:00:27,823","00:00:30,320",LOUIS DE POINTE DU LAC,We forget. It doesn't.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.28; no episode audio used,English,,DANIEL MOLLOY | ARMAND | CLAUDIA
S02E01,3,1,"00:00:32,143","00:00:34,511",LOUIS DE POINTE DU LAC,Your book makes no mention of our prior meeting.,high,exact dialogue match to an attributed source,,English,,
S02E01,4,1,"00:00:34,645","00:00:37,013",DANIEL MOLLOY,"Yeah, well, things didn't end well the last time,",high,exact dialogue match to an attributed source,,English,,
S02E01,5,1,"00:00:37,354","00:00:39,255",DANIEL MOLLOY,so a do-over.,high,exact dialogue match to an attributed source,,English,,
S02E01,6,1,"00:00:39,483","00:00:41,452",LOUIS DE POINTE DU LAC,Truth and reconciliation.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.65; no episode audio used,English,,ARMAND | DANIEL MOLLOY | CLAUDIA
S02E01,7,1,"00:00:41,463","00:00:43,765",LOUIS DE POINTE DU LAC,The year was 1910.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.54; no episode audio used,English,,ARMAND | DANIEL MOLLOY | CLAUDIA
S02E01,8,1,"00:00:44,020","00:00:47,791",ARMAND,"Louis, let me introduce you to Mr. Lestat de Lioncourt.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.03; no episode audio used,English,,DANIEL MOLLOY | CLAUDIA | LOUIS DE POINTE DU LAC
S02E01,9,1,"00:00:47,802","00:00:50,139",LOUIS DE POINTE DU LAC,That man Lestat? He the devil.,high,direct-address response context,,English,,
S02E01,9,2,"00:00:47,802","00:00:50,139",LOUIS DE POINTE DU LAC,Paul!,uncertain,dash-turn alternation plus contextual text recognition,recognition_margin=0.98; no episode audio used,English,,ARMAND | DANIEL MOLLOY | CLAUDIA
S02E01,10,1,"00:00:50,150","00:00:54,554",LOUIS DE POINTE DU LAC,"I can swap this life of shame, swap it out for a dark gift.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.43; no episode audio used,English,,ARMAND | DANIEL MOLLOY | CLAUDIA
S02E01,11,1,"00:00:54,931","00:00:56,133",ARMAND,"I love you, Louis.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.41; no episode audio used,English,,DANIEL MOLLOY | CLAUDIA | LOUIS DE POINTE DU LAC
S02E01,12,1,"00:00:56,413","00:00:58,596",LOUIS DE POINTE DU LAC,Be my companion.,high,direct-address response context,,English,,
S02E01,13,1,"00:00:58,913","00:01:01,115",LOUIS DE POINTE DU LAC,"Rashid, did you always work for him?",uncertain,best contextual candidate from text-only sources,recognition_margin=0.59; no episode audio used,English,,DANIEL MOLLOY | ARMAND | CLAUDIA
S02E01,14,1,"00:01:01,126","00:01:04,375",DANIEL MOLLOY,You are getting access to very precious items from the archives.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.15; no episode audio used,English,,ARMAND | CLAUDIA | LOUIS DE POINTE DU LAC
S02E01,15,1,"00:01:04,614","00:01:07,484",LOUIS DE POINTE DU LAC,Claudia was everything.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.81; no episode audio used,English,,ARMAND | DANIEL MOLLOY | CLAUDIA
S02E01,16,1,"00:01:07,633","00:01:10,102",ARMAND,I loved her unconditionally.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.41; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | CLAUDIA
S02E01,17,1,"00:01:10,113","00:01:12,249",DANIEL MOLLOY,There are four pages torn out.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.29; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | CLAUDIA
S02E01,18,1,"00:01:12,260","00:01:15,796",DANIEL MOLLOY,"She wrote about it, and I'd like to read it.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.41; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | CLAUDIA
S02E01,18,2,"00:01:12,260","00:01:15,796",LOUIS DE POINTE DU LAC,No.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.69; no episode audio used,English,,ARMAND | DANIEL MOLLOY | CLAUDIA
S02E01,19,1,"00:01:16,018","00:01:17,387",LOUIS DE POINTE DU LAC,Who am I supposed to love?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,ARMAND | DANIEL MOLLOY | CLAUDIA
S02E01,20,1,"00:01:17,540","00:01:18,969",DANIEL MOLLOY,You two have each other.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.44; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | CLAUDIA
S02E01,21,1,"00:01:18,980","00:01:21,482",ARMAND,She is poisoning Louis against me.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.41; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | CLAUDIA
S02E01,22,1,"00:01:21,765","00:01:24,534",LOUIS DE POINTE DU LAC,This is how it has to be for me.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.24; no episode audio used,English,,DANIEL MOLLOY | ARMAND | CLAUDIA
S02E01,23,1,"00:01:24,795","00:01:25,829",LOUIS DE POINTE DU LAC,For my family.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.87; no episode audio used,English,,DANIEL MOLLOY | ARMAND | CLAUDIA
S02E01,24,1,"00:01:25,962","00:01:27,264",LOUIS DE POINTE DU LAC,This is not a life!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.88; no episode audio used,English,,ARMAND | DANIEL MOLLOY | CLAUDIA
S02E01,25,1,"00:01:27,275","00:01:29,510",LOUIS DE POINTE DU LAC,That's 'cause you took my life!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.72; no episode audio used,English,,DANIEL MOLLOY | ARMAND | CLAUDIA
S02E01,26,1,"00:01:29,565","00:01:33,269",DANIEL MOLLOY,The tapes are an admitted performance.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.42; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | CLAUDIA
S02E01,27,1,"00:01:33,517","00:01:35,685",DANIEL MOLLOY,This is the premise of our interview.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.36; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | CLAUDIA
S02E01,28,1,"00:01:35,706","00:01:37,474",ARMAND,The odyssey of recollection.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | CLAUDIA
S02E01,29,1,"00:01:37,808","00:01:39,776",LOUIS DE POINTE DU LAC,I'm gonna go out there and find other vampires.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.68; no episode audio used,English,,DANIEL MOLLOY | ARMAND | CLAUDIA
S02E01,30,1,"00:01:39,910","00:01:44,181",DANIEL MOLLOY,The vampires out there are vicious.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.66; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | CLAUDIA
S02E01,31,1,"00:01:44,315","00:01:45,449",LOUIS DE POINTE DU LAC,I'm going to kill him.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.61; no episode audio used,English,,DANIEL MOLLOY | ARMAND | CLAUDIA
