episode,cue_index,turn_index,start,end,speaker,dialogue,confidence,basis,notes,language,english_subtitle,speaker_candidates
S01E06,2,1,"00:00:37,200","00:00:38,413",DANIEL MOLLOY,Keep reading.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | CLAUDIA
S01E06,2,2,"00:00:38,418","00:00:40,894",LOUIS DE POINTE DU LAC,Keep talking.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E06,3,1,"00:00:40,899","00:00:42,983",LOUIS DE POINTE DU LAC,"You wanted her, you fix her!",uncertain,best contextual candidate from text-only sources,recognition_margin=1.07; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E06,4,1,"00:00:42,988","00:00:44,942",LOUIS DE POINTE DU LAC,You refuse me one love when you've got two!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.76; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E06,5,1,"00:00:44,947","00:00:46,901",LOUIS DE POINTE DU LAC,I don't know if you remember...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.96; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E06,5,2,"00:00:44,947","00:00:46,901",LESTAT DE LIONCOURT,Antoinette.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | CLAUDIA | LOUIS DE POINTE DU LAC
S01E06,6,1,"00:00:46,905","00:00:47,988",LOUIS DE POINTE DU LAC,I'll kill her soon.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.10; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E06,7,1,"00:00:47,993","00:00:50,164",LOUIS DE POINTE DU LAC,Don't run off.,uncertain,best contextual candidate from text-only sources,recognition_margin=2.10; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | CLAUDIA
S01E06,8,1,"00:00:50,169","00:00:52,514",LOUIS DE POINTE DU LAC,"You're gettin' a little close there, Bruce.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.81; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E06,9,1,"00:00:52,519","00:00:53,689",LESTAT DE LIONCOURT,Aah!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | CLAUDIA
S01E06,10,1,"00:00:53,694","00:00:55,300",DANIEL MOLLOY,You are bein' rude!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | CLAUDIA
S01E06,11,1,"00:00:55,305","00:00:57,128",DANIEL MOLLOY,The prodigal daughter.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | CLAUDIA
S01E06,12,1,"00:00:57,133","00:00:58,607",LOUIS DE POINTE DU LAC,"The first sight of her,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.88; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E06,13,1,"00:00:58,612","00:01:00,958",LOUIS DE POINTE DU LAC,you are just gonna up and leave me?!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.88; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E06,14,1,"00:01:00,963","00:01:02,220",LESTAT DE LIONCOURT,Louis!,uncertain,best contextual candidate from text-only sources,recognition_margin=1.68; no episode audio used,English,,DANIEL MOLLOY | CLAUDIA | LOUIS DE POINTE DU LAC
S01E06,15,1,"00:01:02,225","00:01:03,743",LOUIS DE POINTE DU LAC,Let go of me!,high,direct-address response context,,English,,
S01E06,16,1,"00:01:03,748","00:01:05,663",LESTAT DE LIONCOURT,Anything for you.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | CLAUDIA
S01E06,18,1,"00:01:40,654","00:01:43,652",LESTAT DE LIONCOURT,"A few shattered vertebrae,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.28; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | CLAUDIA
