episode,cue_index,turn_index,start,end,speaker,dialogue,confidence,basis,notes,language,english_subtitle,speaker_candidates
S03E02,2,1,"00:00:04,221","00:00:04,874",DANIEL MOLLOY,on AMC  or wherever you get your podcasts.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.21; no episode audio used,English,,LESTAT DE LIONCOURT | ARMAND | LOUIS DE POINTE DU LAC
S03E02,3,1,"00:00:06,702","00:00:10,880",RECAP ANNOUNCER,"Previously on ""The Vampire Lestat""...",confirmed,recap formula,,English,,
S03E02,4,1,"00:00:11,011","00:00:12,969",LESTAT DE LIONCOURT,"If you are hearing this now,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.50; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | DANIEL MOLLOY
S03E02,5,1,"00:00:13,100","00:00:15,580",LESTAT DE LIONCOURT,you must be a very privileged individual.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.50; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | DANIEL MOLLOY
S03E02,6,1,"00:00:15,754","00:00:17,626",LESTAT DE LIONCOURT,"Louis, do you know someone called Daniel Molloy?",uncertain,best contextual candidate from text-only sources,recognition_margin=0.79; no episode audio used,English,,DANIEL MOLLOY | ARMAND | LOUIS DE POINTE DU LAC
S03E02,7,1,"00:00:17,800","00:00:19,497",LOUIS DE POINTE DU LAC,Uh...,high,direct-address response context,,English,,
S03E02,8,1,"00:00:19,628","00:00:22,718",LOUIS DE POINTE DU LAC,Never happened!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.25; no episode audio used,English,,ARMAND | LESTAT DE LIONCOURT | DANIEL MOLLOY
S03E02,9,1,"00:00:22,892","00:00:24,546",ARMAND,Absurd. We're doing a rewrite.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.57; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC
S03E02,10,1,"00:00:24,720","00:00:27,070",DANIEL MOLLOY,As absurd as a documentary about a rock band,uncertain,best contextual candidate from text-only sources,recognition_margin=0.68; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT
S03E02,11,1,"00:00:27,201","00:00:30,943",DANIEL MOLLOY,posing as vampires fronted by an actual vampire.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.68; no episode audio used,English,,ARMAND | LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT
