episode,cue_index,turn_index,start,end,speaker,dialogue,confidence,basis,notes,language,english_subtitle,speaker_candidates
S03E06,2,1,"00:00:04,221","00:00:04,874",DANIEL MOLLOY,on AMC  or wherever you get your podcasts.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.21; no episode audio used,English,,LESTAT DE LIONCOURT | ARMAND | LOUIS DE POINTE DU LAC
S03E06,3,1,"00:00:06,745","00:00:09,357",RECAP ANNOUNCER,"Previously on ""The Vampire Lestat""...",confirmed,recap formula,,English,,
S03E06,4,1,"00:00:09,531","00:00:12,273",LESTAT DE LIONCOURT,We were only planning to do one concert.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.06; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | ARMAND
S03E06,5,1,"00:00:12,447","00:00:13,970",LOUIS DE POINTE DU LAC,"It has to sound like death approaching,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.09; no episode audio used,English,,LESTAT DE LIONCOURT | ARMAND | DANIEL MOLLOY
S03E06,6,1,"00:00:14,144","00:00:15,841",LOUIS DE POINTE DU LAC,like life emerging.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.09; no episode audio used,English,,LESTAT DE LIONCOURT | ARMAND | DANIEL MOLLOY
S03E06,7,1,"00:00:15,972","00:00:17,452",LOUIS DE POINTE DU LAC,You need to be a vampire to hear it.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.09; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | ARMAND
S03E06,8,1,"00:00:17,626","00:00:19,193",LOUIS DE POINTE DU LAC,We want it.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.44; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | ARMAND
S03E06,8,2,"00:00:17,626","00:00:19,193",DANIEL MOLLOY,Make more.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.20; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | ARMAND
S03E06,9,1,"00:00:19,323","00:00:20,759",LESTAT DE LIONCOURT,What does he know about me?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.15; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | ARMAND
S03E06,10,1,"00:00:20,933","00:00:22,935",ARMAND,That you died in 1794.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT
S03E06,11,1,"00:00:23,110","00:00:25,460",LESTAT DE LIONCOURT,I knew her as Gabriella.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.40; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | ARMAND
S03E06,12,1,"00:00:25,634","00:00:27,114",LOUIS DE POINTE DU LAC,Lestat lays with his mother.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.37; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | ARMAND
S03E06,13,1,"00:00:27,244","00:00:29,029",DANIEL MOLLOY,There's one thing that I most fear,uncertain,best contextual candidate from text-only sources,recognition_margin=0.11; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | ARMAND
S03E06,14,1,"00:00:29,159","00:00:31,205",DANIEL MOLLOY,"above all else, and that is loneliness.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.11; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | ARMAND
S03E06,15,1,"00:00:31,379","00:00:32,989",LESTAT DE LIONCOURT,"You take this feeling away from me, Louis.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.89; no episode audio used,English,,ARMAND | DANIEL MOLLOY | LOUIS DE POINTE DU LAC
S03E06,16,1,"00:00:33,163","00:00:35,557",LOUIS DE POINTE DU LAC,"52 years, I've watched you.",high,direct-address response context,,English,,
S03E06,17,1,"00:00:35,687","00:00:38,386",LOUIS DE POINTE DU LAC,"I want to be your maker, help you walk in the sun.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.52; no episode audio used,English,,DANIEL MOLLOY | ARMAND | LESTAT DE LIONCOURT
S03E06,18,1,"00:00:38,560","00:00:39,517",LOUIS DE POINTE DU LAC,Plenty of brooms down the street,uncertain,best contextual candidate from text-only sources,recognition_margin=0.16; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | ARMAND
S03E06,19,1,"00:00:39,691","00:00:40,779",LOUIS DE POINTE DU LAC,at the Mayfair sisters' home.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.16; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | ARMAND
S03E06,20,1,"00:00:40,953","00:00:43,217",DANIEL MOLLOY,We played out scenes.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.41; no episode audio used,English,,LESTAT DE LIONCOURT | ARMAND | LOUIS DE POINTE DU LAC
S03E06,21,1,"00:00:43,391","00:00:44,609",LOUIS DE POINTE DU LAC,I called her Claudia.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.81; no episode audio used,English,,ARMAND | LESTAT DE LIONCOURT | DANIEL MOLLOY
S03E06,22,1,"00:00:44,783","00:00:46,176",LESTAT DE LIONCOURT,Is it her?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.09; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | ARMAND
S03E06,23,1,"00:00:46,350","00:00:47,482",DANIEL MOLLOY,You're hurting him.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LOUIS DE POINTE DU LAC | ARMAND | LESTAT DE LIONCOURT
